timestamp,event_type,source,keyword,outcome,severity,description,control_ref,scan_id
"2026-03-02T18:31:18Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: A court has ruled that the City of Los Angeles cannot move forward ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:18Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: Why Los Angeles Is The Opposite of Every U.S. City - YouTube","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:18Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: Buying in the Los Angeles housing market without a plan can cost ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:18Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: Resource Report - Historic Places Los Angeles","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:18Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: Resource Report - Historic Places Los Angeles","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:19Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: BTS - SoFi Stadium","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:19Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: Dr Anthony Chaffee Diet Beginners Advice My Reaction Keto And ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:21Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: Top Nursing Jobs in Los Angeles, CA | Monster","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:21Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: Top Nursing Jobs in Los Angeles, CA | Monster","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:22Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: LUKE ABBOTT - Wysing Forest ((CD))","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:22Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: 14k gold necklace (( Like new)) - FAS","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:22Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: Showing Up to Make a Difference: The Walk MS Experience","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:24Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: dump . . . #photodump #losangeles #cityofangels #california #cali","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:24Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: LA dump - Instagram","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:24Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: Tommy Nguyen | Los Angeles | Japan Dump ☕️ - Instagram","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:24Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: Researchers reveal massive underwater 'graveyard' linked to US ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:24Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: You Won't Believe This Viral Leak From Caffe Luxxe Los Angeles","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:25Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: Water Leak 🗺️ 717 W Olympic Blvd, Los Angeles, California ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:25Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: Interlude       . . . . . . #photodump #lasvegas #la #losangeles","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:25Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: LA photo dump. . . . #losangeles #westcoast #vacation #beach #vibes","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:27Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: The 50 Day Reset and a New Blueprint for L.A. Purpose - LAmag","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:27Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: Los Angeles leader sets forth “commonsense” plan giving State ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:27Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: Port of Los Angeles Breaks Ground on $152 Million Avalon ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:27Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: Los Angeles Kings GM Ken Holland Reveals NHL Trade Deadline ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:28Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: ((Book→Non-Stop))Where does Qantas® fly direct in the USA?","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:28Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: ((  Updated^Travel Policy 2K26–27  )) How to Book British Airways ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:28Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: (( Urgent 2026 Update )) United Airlines Missed Flights ... - PETA Pack","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:28Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: Top Nursing Jobs in Los Angeles, CA | Monster","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:28Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: Top Nursing Jobs in Los Angeles, CA | Monster","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:29Z","SEARCH_WEB","tavily_search","Los Angeles","found","low","Web result: Dr Anthony Chaffee Diet Beginners Advice My Reaction Keto And ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:29Z","CHECK_CVE","nist_nvd","Los Angeles","not_found","info","No CVEs found for keyword","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:48Z","CHECK_THREAT","otx","Los Angeles","found","low","Threat intel pulse: TeslaCrypt 4.1A and the Malware Attack Chain (0 indicators)","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:48Z","CHECK_THREAT","otx","Los Angeles","found","low","Threat intel pulse: Malware - Malware Domain Feed V2 - November 03 2020 (0 indicators)","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:48Z","CHECK_THREAT","otx","Los Angeles","found","low","Threat intel pulse: Malware - Malware Domain Feed V2 - November 03 2020 (0 indicators)","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:48Z","CHECK_THREAT","otx","Los Angeles","found","low","Threat intel pulse: Additional Trickbot IOCs - 10 November 2020 (0 indicators)","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:49Z","CHECK_THREAT","otx","Los Angeles","found","low","Threat intel pulse: 199.79.63.144 (0 indicators)","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:50Z","SEARCH_CHAN","fourchan_dork","Los Angeles","found","low","Web result: Official Los Angeles Angels Website | MLB.com","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:50Z","SEARCH_CHAN","fourchan_dork","Los Angeles","found","low","Web result: Thousands rally in Westwood as U.S.-Iran war escalates, calling for ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:51Z","SEARCH_CHAN","fourchan_dork","Los Angeles","found","low","Web result: Why Los Angeles Is The Opposite of Every U.S. City - YouTube","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:51Z","SEARCH_CHAN","fourchan_dork","Los Angeles","found","low","Web result: Conflicting protests happen across Los Angeles after ... - YouTube","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:51Z","SEARCH_CHAN","fourchan_dork","Los Angeles","found","low","Web result: Photos: L.A.'s Iranian American community celebrates in Westwood","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:51Z","SEARCH_CHAN","fourchan_dork","Los Angeles","found","low","Web result: Discover Los Angeles: Visit Los Angeles. Find Things to Do in LA ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:51Z","SEARCH_CHAN","fourchan_dork","Los Angeles","found","low","Web result: Los Angeles Rams Reveal New Logos Based On Uniforms From ...","AU-13","scan_20260302_182929_80227"
"2026-03-02T18:31:52Z","SEARCH_CHAN","fourchan_dork","Los Angeles","found","low","Web result: 11 things to know before going to Los Angeles - Lonely Planet","AU-13","scan_20260302_182929_80227"
